
███████████████████████████████████████████████████████
no args given, will use default settings
bitset hard limit (set at compile time) = 016 16777 216 = 0x1000000 
crible size (how far the sieve will go) = 016 16777 216 = 0x1000000 
[GEN] Using Eratosthenes Sieve algorithm to find primes 
[GEN] found 1077871 prime numbers. primes in {16777191, 16777216}: 16777199 16777213 
[CHUNK] partitionning crible into an array of ulong
215 	39		13799
215 	47		13807
216 	5		13829
216 	7		13831
216 	17		13841
216 	35		13859
216 	49		13873
216 	53		13877
216 	55		13879
216 	59		13883
217 	13		13901
217 	15		13903
217 	19		13907
217 	25		13913
217 	33		13921
217 	43		13931
217 	45		13933
218 	11		13963
218 	15		13967
218 	45		13997
218 	47		13999
218 	57		14009
218 	59		14011
219 	13		14029
219 	17		14033
219 	35		14051
219 	41		14057
219 	55		14071
220 	1		14081
220 	3		14083
220 	7		14087
220 	27		14107
220 	63		14143
221 	5		14149
221 	9		14153
221 	15		14159
221 	29		14173
221 	33		14177
221 	53		14197
221 	63		14207
222 	13		14221
222 	35		14243
222 	41		14249
222 	43		14251
223 	9		14281
223 	21		14293
223 	31		14303
223 	49		14321
223 	51		14323
223 	55		14327
